NAME,MOT,Output,MeanTT
"Madison County, Florida",Streetcar or trolley car,Estimate,-
"Madison County, Florida",Streetcar or trolley car,MOE,**
"Madison County, Florida",Subway or elevated,Estimate,-
"Madison County, Florida",Subway or elevated,MOE,**
"Madison County, Florida",Railroad,Estimate,-
"Madison County, Florida",Railroad,MOE,**
"Madison County, Florida",Ferryboat,Estimate,-
"Madison County, Florida",Ferryboat,MOE,**
"Madison County, Florida",Bicycle,Estimate,17
"Madison County, Florida",Bicycle,MOE,31.2
"Madison County, Florida",Walked,Estimate,7
"Madison County, Florida",Walked,MOE,4.6
"Madison County, Florida",Taxicab,Estimate,-
"Madison County, Florida",Taxicab,MOE,**
"Madison County, Florida",Motorcycle,Estimate,56
"Madison County, Florida",Motorcycle,MOE,53.2
"Madison County, Florida",Other method,Estimate,24.8
"Madison County, Florida",Other method,MOE,12
"Madison County, Florida",Worked at home,Estimate,0
"Madison County, Florida",Worked at home,MOE,0
"Manatee County, Florida","Total, means of transportation",Estimate,25.1
"Manatee County, Florida","Total, means of transportation",MOE,0.5
"Manatee County, Florida","Car, truck, or van -- Drove alone",Estimate,24.8
"Manatee County, Florida","Car, truck, or van -- Drove alone",MOE,0.5
"Manatee County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.1
"Manatee County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.6
"Manatee County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,28.5
"Manatee County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,4.7
"Manatee County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,34.3
"Manatee County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,5.7
"Manatee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,27
"Manatee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,7.3
"Manatee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,25.3
"Manatee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,10.3
"Manatee County, Florida",Bus or trolley bus,Estimate,40.6
"Manatee County, Florida",Bus or trolley bus,MOE,8.1
"Manatee County, Florida",Streetcar or trolley car,Estimate,-
"Manatee County, Florida",Streetcar or trolley car,MOE,**
"Manatee County, Florida",Subway or elevated,Estimate,-
"Manatee County, Florida",Subway or elevated,MOE,**
"Manatee County, Florida",Railroad,Estimate,37.5
"Manatee County, Florida",Railroad,MOE,45.3
"Manatee County, Florida",Ferryboat,Estimate,47
"Manatee County, Florida",Ferryboat,MOE,88
"Manatee County, Florida",Bicycle,Estimate,34.1
"Manatee County, Florida",Bicycle,MOE,14.2
"Manatee County, Florida",Walked,Estimate,11.5
"Manatee County, Florida",Walked,MOE,2.3
"Manatee County, Florida",Taxicab,Estimate,16.3
"Manatee County, Florida",Taxicab,MOE,5.8
"Manatee County, Florida",Motorcycle,Estimate,15.9
"Manatee County, Florida",Motorcycle,MOE,2.6
"Manatee County, Florida",Other method,Estimate,57
"Manatee County, Florida",Other method,MOE,14.8
"Manatee County, Florida",Worked at home,Estimate,0
"Manatee County, Florida",Worked at home,MOE,0
"Marion County, Florida","Total, means of transportation",Estimate,25
"Marion County, Florida","Total, means of transportation",MOE,0.5
"Marion County, Florida","Car, truck, or van -- Drove alone",Estimate,25
"Marion County, Florida","Car, truck, or van -- Drove alone",MOE,0.6
"Marion County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.4
"Marion County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.7
"Marion County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,27.1
"Marion County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,6.3
"Marion County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,37.7
"Marion County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,10.3
"Marion County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,38.2
"Marion County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,12.4
"Marion County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,31.4
"Marion County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,5.8
"Marion County, Florida",Bus or trolley bus,Estimate,34
"Marion County, Florida",Bus or trolley bus,MOE,11.5
"Marion County, Florida",Streetcar or trolley car,Estimate,-
"Marion County, Florida",Streetcar or trolley car,MOE,**
"Marion County, Florida",Subway or elevated,Estimate,-
"Marion County, Florida",Subway or elevated,MOE,**
"Marion County, Florida",Railroad,Estimate,172.3
"Marion County, Florida",Railroad,MOE,158.4
"Marion County, Florida",Ferryboat,Estimate,30.3
"Marion County, Florida",Ferryboat,MOE,19.4
"Marion County, Florida",Bicycle,Estimate,23.4
"Marion County, Florida",Bicycle,MOE,6.3
"Marion County, Florida",Walked,Estimate,11.6
"Marion County, Florida",Walked,MOE,4.1
"Marion County, Florida",Taxicab,Estimate,20
"Marion County, Florida",Taxicab,MOE,3.7
"Marion County, Florida",Motorcycle,Estimate,23.5
"Marion County, Florida",Motorcycle,MOE,6.9
"Marion County, Florida",Other method,Estimate,32.2
"Marion County, Florida",Other method,MOE,9.7
"Marion County, Florida",Worked at home,Estimate,0
"Marion County, Florida",Worked at home,MOE,0
"Martin County, Florida","Total, means of transportation",Estimate,26.1
"Martin County, Florida","Total, means of transportation",MOE,0.9
"Martin County, Florida","Car, truck, or van -- Drove alone",Estimate,25.6
"Martin County, Florida","Car, truck, or van -- Drove alone",MOE,0.9
"Martin County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,24.4
"Martin County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,2.1
"Martin County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,38.9
"Martin County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,10
"Martin County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,35.8
"Martin County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,5
"Martin County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,31.2
"Martin County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,6.4
"Martin County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,20.1
"Martin County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,7.6
"Martin County, Florida",Bus or trolley bus,Estimate,44.7
"Martin County, Florida",Bus or trolley bus,MOE,31.5
"Martin County, Florida",Streetcar or trolley car,Estimate,186.8
"Martin County, Florida",Streetcar or trolley car,MOE,44.3
"Martin County, Florida",Subway or elevated,Estimate,57.7
"Martin County, Florida",Subway or elevated,MOE,33.7
"Martin County, Florida",Railroad,Estimate,114
"Martin County, Florida",Railroad,MOE,92.2
"Martin County, Florida",Ferryboat,Estimate,-
"Martin County, Florida",Ferryboat,MOE,**
"Martin County, Florida",Bicycle,Estimate,18
"Martin County, Florida",Bicycle,MOE,3.7
"Martin County, Florida",Walked,Estimate,14.8
"Martin County, Florida",Walked,MOE,6.6
"Martin County, Florida",Taxicab,Estimate,18.2
"Martin County, Florida",Taxicab,MOE,8.6
"Martin County, Florida",Motorcycle,Estimate,32.2
"Martin County, Florida",Motorcycle,MOE,21.4
"Martin County, Florida",Other method,Estimate,33.3
"Martin County, Florida",Other method,MOE,15.3
"Martin County, Florida",Worked at home,Estimate,0
"Martin County, Florida",Worked at home,MOE,0
"Miami-Dade County, Florida","Total, means of transportation",Estimate,30.7
"Miami-Dade County, Florida","Total, means of transportation",MOE,0.3
"Miami-Dade County, Florida","Car, truck, or van -- Drove alone",Estimate,29.7
"Miami-Dade County, Florida","Car, truck, or van -- Drove alone",MOE,0.3
"Miami-Dade County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,30.4
"Miami-Dade County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,0.6
"Miami-Dade County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,33
"Miami-Dade County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,1.4
"Miami-Dade County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,34.4
"Miami-Dade County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,2.9
"Miami-Dade County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,36.4
"Miami-Dade County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,4.9
"Miami-Dade County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,33.3
"Miami-Dade County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,5.3
"Miami-Dade County, Florida",Bus or trolley bus,Estimate,50.8
"Miami-Dade County, Florida",Bus or trolley bus,MOE,1.3
"Miami-Dade County, Florida",Streetcar or trolley car,Estimate,44.6
"Miami-Dade County, Florida",Streetcar or trolley car,MOE,12.4
"Miami-Dade County, Florida",Subway or elevated,Estimate,47
"Miami-Dade County, Florida",Subway or elevated,MOE,2.1
"Miami-Dade County, Florida",Railroad,Estimate,54.5
"Miami-Dade County, Florida",Railroad,MOE,6.8
"Miami-Dade County, Florida",Ferryboat,Estimate,30.2
"Miami-Dade County, Florida",Ferryboat,MOE,4.9
"Miami-Dade County, Florida",Bicycle,Estimate,18.9
"Miami-Dade County, Florida",Bicycle,MOE,1.3
"Miami-Dade County, Florida",Walked,Estimate,13.2
"Miami-Dade County, Florida",Walked,MOE,0.6
"Miami-Dade County, Florida",Taxicab,Estimate,25.6
"Miami-Dade County, Florida",Taxicab,MOE,3.9
"Miami-Dade County, Florida",Motorcycle,Estimate,21.5
"Miami-Dade County, Florida",Motorcycle,MOE,1.9
"Miami-Dade County, Florida",Other method,Estimate,44.1
"Miami-Dade County, Florida",Other method,MOE,3.3
"Miami-Dade County, Florida",Worked at home,Estimate,0
"Miami-Dade County, Florida",Worked at home,MOE,0
"Monroe County, Florida","Total, means of transportation",Estimate,18.4
"Monroe County, Florida","Total, means of transportation",MOE,0.7
"Monroe County, Florida","Car, truck, or van -- Drove alone",Estimate,18.7
"Monroe County, Florida","Car, truck, or van -- Drove alone",MOE,0.8
"Monroe County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,22
"Monroe County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,2.3
"Monroe County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,32.5
"Monroe County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,18.2
"Monroe County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,10.8
"Monroe County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,2.5
"Monroe County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,26.3
"Monroe County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,11
"Monroe County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,16.7
"Monroe County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,8.2
"Monroe County, Florida",Bus or trolley bus,Estimate,34.4
"Monroe County, Florida",Bus or trolley bus,MOE,7.9
"Monroe County, Florida",Streetcar or trolley car,Estimate,-
"Monroe County, Florida",Streetcar or trolley car,MOE,**
"Monroe County, Florida",Subway or elevated,Estimate,47
"Monroe County, Florida",Subway or elevated,MOE,14.3
"Monroe County, Florida",Railroad,Estimate,64
"Monroe County, Florida",Railroad,MOE,40.8
"Monroe County, Florida",Ferryboat,Estimate,22.7
"Monroe County, Florida",Ferryboat,MOE,12.4
"Monroe County, Florida",Bicycle,Estimate,12.8
"Monroe County, Florida",Bicycle,MOE,1.4
"Monroe County, Florida",Walked,Estimate,8.7
"Monroe County, Florida",Walked,MOE,2.6
"Monroe County, Florida",Taxicab,Estimate,11
"Monroe County, Florida",Taxicab,MOE,2.1
"Monroe County, Florida",Motorcycle,Estimate,10.2
"Monroe County, Florida",Motorcycle,MOE,1.8
"Monroe County, Florida",Other method,Estimate,20.9
"Monroe County, Florida",Other method,MOE,5.4
"Monroe County, Florida",Worked at home,Estimate,0
"Monroe County, Florida",Worked at home,MOE,0
"Nassau County, Florida","Total, means of transportation",Estimate,29.4
"Nassau County, Florida","Total, means of transportation",MOE,1
"Nassau County, Florida","Car, truck, or van -- Drove alone",Estimate,28.9
"Nassau County, Florida","Car, truck, or van -- Drove alone",MOE,0.9
"Nassau County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,30
"Nassau County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,3.3
"Nassau County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,71.4
"Nassau County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,26.2
"Nassau County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,36.6
"Nassau County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,32.2
"Nassau County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,47.1
"Nassau County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,8.4
"Nassau County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,29.5
"Nassau County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,36.4
"Nassau County, Florida",Bus or trolley bus,Estimate,14.9
"Nassau County, Florida",Bus or trolley bus,MOE,6.2
"Nassau County, Florida",Streetcar or trolley car,Estimate,-
"Nassau County, Florida",Streetcar or trolley car,MOE,**
"Nassau County, Florida",Subway or elevated,Estimate,-
"Nassau County, Florida",Subway or elevated,MOE,**
"Nassau County, Florida",Railroad,Estimate,63.8
"Nassau County, Florida",Railroad,MOE,82.9
"Nassau County, Florida",Ferryboat,Estimate,-
"Nassau County, Florida",Ferryboat,MOE,**
"Nassau County, Florida",Bicycle,Estimate,13.7
"Nassau County, Florida",Bicycle,MOE,8.7
"Nassau County, Florida",Walked,Estimate,10.8
"Nassau County, Florida",Walked,MOE,5.9
"Nassau County, Florida",Taxicab,Estimate,-
"Nassau County, Florida",Taxicab,MOE,**
"Nassau County, Florida",Motorcycle,Estimate,19.2
"Nassau County, Florida",Motorcycle,MOE,9.9
"Nassau County, Florida",Other method,Estimate,53.4
"Nassau County, Florida",Other method,MOE,21.1
"Nassau County, Florida",Worked at home,Estimate,0
"Nassau County, Florida",Worked at home,MOE,0
"Okaloosa County, Florida","Total, means of transportation",Estimate,23.2
"Okaloosa County, Florida","Total, means of transportation",MOE,0.5
"Okaloosa County, Florida","Car, truck, or van -- Drove alone",Estimate,22.7
"Okaloosa County, Florida","Car, truck, or van -- Drove alone",MOE,0.5
"Okaloosa County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,26.1
"Okaloosa County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,2.4
"Okaloosa County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,26.1
"Okaloosa County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,8.2
"Okaloosa County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,35.1
"Okaloosa County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,6.9
"Okaloosa County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,47.2
"Okaloosa County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,22.3
"Okaloosa County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,24.4
"Okaloosa County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,14.9
"Okaloosa County, Florida",Bus or trolley bus,Estimate,32.3
"Okaloosa County, Florida",Bus or trolley bus,MOE,6.9
"Okaloosa County, Florida",Streetcar or trolley car,Estimate,-
"Okaloosa County, Florida",Streetcar or trolley car,MOE,**
"Okaloosa County, Florida",Subway or elevated,Estimate,7.5
"Okaloosa County, Florida",Subway or elevated,MOE,16.9
"Okaloosa County, Florida",Railroad,Estimate,-
"Okaloosa County, Florida",Railroad,MOE,**
"Okaloosa County, Florida",Ferryboat,Estimate,31.4
"Okaloosa County, Florida",Ferryboat,MOE,7
"Okaloosa County, Florida",Bicycle,Estimate,16.5
"Okaloosa County, Florida",Bicycle,MOE,2.4
"Okaloosa County, Florida",Walked,Estimate,12.1
"Okaloosa County, Florida",Walked,MOE,3.2
"Okaloosa County, Florida",Taxicab,Estimate,22.1
"Okaloosa County, Florida",Taxicab,MOE,6.2
"Okaloosa County, Florida",Motorcycle,Estimate,27
"Okaloosa County, Florida",Motorcycle,MOE,11.2
"Okaloosa County, Florida",Other method,Estimate,36.7
"Okaloosa County, Florida",Other method,MOE,11
"Okaloosa County, Florida",Worked at home,Estimate,0
"Okaloosa County, Florida",Worked at home,MOE,0
"Okeechobee County, Florida","Total, means of transportation",Estimate,25.1
"Okeechobee County, Florida","Total, means of transportation",MOE,1.9
"Okeechobee County, Florida","Car, truck, or van -- Drove alone",Estimate,24.1
"Okeechobee County, Florida","Car, truck, or van -- Drove alone",MOE,1.9
"Okeechobee County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,30.4
"Okeechobee County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,5.4
"Okeechobee County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,25.9
"Okeechobee County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,11.1
"Okeechobee County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,46.7
"Okeechobee County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,17.7
"Okeechobee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,12.5
"Okeechobee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,17.5
"Okeechobee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,46.2
"Okeechobee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,24.2
"Okeechobee County, Florida",Bus or trolley bus,Estimate,26.5
"Okeechobee County, Florida",Bus or trolley bus,MOE,7.1
"Okeechobee County, Florida",Streetcar or trolley car,Estimate,-
"Okeechobee County, Florida",Streetcar or trolley car,MOE,**
"Okeechobee County, Florida",Subway or elevated,Estimate,-
"Okeechobee County, Florida",Subway or elevated,MOE,**
"Okeechobee County, Florida",Railroad,Estimate,-
"Okeechobee County, Florida",Railroad,MOE,**
"Okeechobee County, Florida",Ferryboat,Estimate,-
"Okeechobee County, Florida",Ferryboat,MOE,**
"Okeechobee County, Florida",Bicycle,Estimate,20.1
"Okeechobee County, Florida",Bicycle,MOE,7.3
"Okeechobee County, Florida",Walked,Estimate,9.5
"Okeechobee County, Florida",Walked,MOE,4.7
"Okeechobee County, Florida",Taxicab,Estimate,-
"Okeechobee County, Florida",Taxicab,MOE,**
"Okeechobee County, Florida",Motorcycle,Estimate,38
"Okeechobee County, Florida",Motorcycle,MOE,37.7
"Okeechobee County, Florida",Other method,Estimate,78.1
"Okeechobee County, Florida",Other method,MOE,69.2
"Okeechobee County, Florida",Worked at home,Estimate,0
"Okeechobee County, Florida",Worked at home,MOE,0
"Orange County, Florida","Total, means of transportation",Estimate,27.1
"Orange County, Florida","Total, means of transportation",MOE,0.3
"Orange County, Florida","Car, truck, or van -- Drove alone",Estimate,26
"Orange County, Florida","Car, truck, or van -- Drove alone",MOE,0.3
"Orange County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,26.7
"Orange County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,0.9
"Orange County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,31.2
"Orange County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,2.7
"Orange County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,35.8
"Orange County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,3.5
"Orange County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,31.3
"Orange County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,5.1
"Orange County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,33.3
"Orange County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,10.1
"Orange County, Florida",Bus or trolley bus,Estimate,59.2
"Orange County, Florida",Bus or trolley bus,MOE,3
"Orange County, Florida",Streetcar or trolley car,Estimate,35.4
"Orange County, Florida",Streetcar or trolley car,MOE,7
"Orange County, Florida",Subway or elevated,Estimate,88.5
"Orange County, Florida",Subway or elevated,MOE,38.7
"Orange County, Florida",Railroad,Estimate,42.6
"Orange County, Florida",Railroad,MOE,19
"Orange County, Florida",Ferryboat,Estimate,62.3
"Orange County, Florida",Ferryboat,MOE,19.6
"Orange County, Florida",Bicycle,Estimate,21.5
"Orange County, Florida",Bicycle,MOE,2.3
"Orange County, Florida",Walked,Estimate,15.3
"Orange County, Florida",Walked,MOE,1.9
"Orange County, Florida",Taxicab,Estimate,19.1
"Orange County, Florida",Taxicab,MOE,7
"Orange County, Florida",Motorcycle,Estimate,21.7
"Orange County, Florida",Motorcycle,MOE,2.5
"Orange County, Florida",Other method,Estimate,38.3
"Orange County, Florida",Other method,MOE,4.8
"Orange County, Florida",Worked at home,Estimate,0
"Orange County, Florida",Worked at home,MOE,0
"Osceola County, Florida","Total, means of transportation",Estimate,31.4
"Osceola County, Florida","Total, means of transportation",MOE,0.7
"Osceola County, Florida","Car, truck, or van -- Drove alone",Estimate,31.1
"Osceola County, Florida","Car, truck, or van -- Drove alone",MOE,0.7
"Osceola County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,30.6
"Osceola County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.9
"Osceola County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,34
"Osceola County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,5.9
"Osceola County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,26.9
"Osceola County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,4
"Osceola County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,30.6
"Osceola County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,11.4
"Osceola County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,13.7
"Osceola County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,8.6
"Osceola County, Florida",Bus or trolley bus,Estimate,52.8
"Osceola County, Florida",Bus or trolley bus,MOE,7.7
"Osceola County, Florida",Streetcar or trolley car,Estimate,-
"Osceola County, Florida",Streetcar or trolley car,MOE,**
"Osceola County, Florida",Subway or elevated,Estimate,-
"Osceola County, Florida",Subway or elevated,MOE,**
"Osceola County, Florida",Railroad,Estimate,50.6
"Osceola County, Florida",Railroad,MOE,47.1
"Osceola County, Florida",Ferryboat,Estimate,-
"Osceola County, Florida",Ferryboat,MOE,**
"Osceola County, Florida",Bicycle,Estimate,18.4
"Osceola County, Florida",Bicycle,MOE,3
"Osceola County, Florida",Walked,Estimate,20.3
"Osceola County, Florida",Walked,MOE,8.4
"Osceola County, Florida",Taxicab,Estimate,16.4
"Osceola County, Florida",Taxicab,MOE,1.5
"Osceola County, Florida",Motorcycle,Estimate,30.5
"Osceola County, Florida",Motorcycle,MOE,6.8
"Osceola County, Florida",Other method,Estimate,48.1
"Osceola County, Florida",Other method,MOE,13.4
"Osceola County, Florida",Worked at home,Estimate,0
"Osceola County, Florida",Worked at home,MOE,0
"Palm Beach County, Florida","Total, means of transportation",Estimate,25.2
"Palm Beach County, Florida","Total, means of transportation",MOE,0.2
"Palm Beach County, Florida","Car, truck, or van -- Drove alone",Estimate,24.4
"Palm Beach County, Florida","Car, truck, or van -- Drove alone",MOE,0.2
"Palm Beach County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,25.6
"Palm Beach County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,0.7
"Palm Beach County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,28.9
"Palm Beach County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,2.1
"Palm Beach County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,39.8
"Palm Beach County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,4.5
"Palm Beach County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,35.6
"Palm Beach County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,5.7
"Palm Beach County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,37.8
"Palm Beach County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,4.9
"Palm Beach County, Florida",Bus or trolley bus,Estimate,46.3
"Palm Beach County, Florida",Bus or trolley bus,MOE,2.3
"Palm Beach County, Florida",Streetcar or trolley car,Estimate,38.6
"Palm Beach County, Florida",Streetcar or trolley car,MOE,9.7
"Palm Beach County, Florida",Subway or elevated,Estimate,39.7
"Palm Beach County, Florida",Subway or elevated,MOE,11
"Palm Beach County, Florida",Railroad,Estimate,68.7
"Palm Beach County, Florida",Railroad,MOE,7.5
"Palm Beach County, Florida",Ferryboat,Estimate,33.7
"Palm Beach County, Florida",Ferryboat,MOE,14.6
"Palm Beach County, Florida",Bicycle,Estimate,21.2
"Palm Beach County, Florida",Bicycle,MOE,2.5
"Palm Beach County, Florida",Walked,Estimate,11.8
"Palm Beach County, Florida",Walked,MOE,1.5
"Palm Beach County, Florida",Taxicab,Estimate,30.4
"Palm Beach County, Florida",Taxicab,MOE,5.2
"Palm Beach County, Florida",Motorcycle,Estimate,22.2
"Palm Beach County, Florida",Motorcycle,MOE,3.7
"Palm Beach County, Florida",Other method,Estimate,40.6
"Palm Beach County, Florida",Other method,MOE,4.6
"Palm Beach County, Florida",Worked at home,Estimate,0
"Palm Beach County, Florida",Worked at home,MOE,0
"Pasco County, Florida","Total, means of transportation",Estimate,30.8
"Pasco County, Florida","Total, means of transportation",MOE,0.4
"Pasco County, Florida","Car, truck, or van -- Drove alone",Estimate,30.8
"Pasco County, Florida","Car, truck, or van -- Drove alone",MOE,0.5
"Pasco County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,32.6
"Pasco County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.9
"Pasco County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,34.2
"Pasco County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,4.2
"Pasco County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,34.1
"Pasco County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,8.2
"Pasco County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,44.5
"Pasco County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,18.2
"Pasco County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,37.9
"Pasco County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,13.4
"Pasco County, Florida",Bus or trolley bus,Estimate,42.2
"Pasco County, Florida",Bus or trolley bus,MOE,7.8
"Pasco County, Florida",Streetcar or trolley car,Estimate,50.5
"Pasco County, Florida",Streetcar or trolley car,MOE,49.2
"Pasco County, Florida",Subway or elevated,Estimate,54.5
"Pasco County, Florida",Subway or elevated,MOE,101.7
"Pasco County, Florida",Railroad,Estimate,-
"Pasco County, Florida",Railroad,MOE,**
"Pasco County, Florida",Ferryboat,Estimate,-
"Pasco County, Florida",Ferryboat,MOE,**
"Pasco County, Florida",Bicycle,Estimate,27.1
"Pasco County, Florida",Bicycle,MOE,8.4
"Pasco County, Florida",Walked,Estimate,12.3
"Pasco County, Florida",Walked,MOE,2.2
"Pasco County, Florida",Taxicab,Estimate,13.4
"Pasco County, Florida",Taxicab,MOE,8.5
"Pasco County, Florida",Motorcycle,Estimate,25.5
"Pasco County, Florida",Motorcycle,MOE,5.8
"Pasco County, Florida",Other method,Estimate,31
"Pasco County, Florida",Other method,MOE,4.1
"Pasco County, Florida",Worked at home,Estimate,0
"Pasco County, Florida",Worked at home,MOE,0
"Pinellas County, Florida","Total, means of transportation",Estimate,24.3
"Pinellas County, Florida","Total, means of transportation",MOE,0.3
"Pinellas County, Florida","Car, truck, or van -- Drove alone",Estimate,23.8
