NAME,Age,Minority,Output,Population
Pennsylvania,Age 65 to 74 years,Total persons,Estimate,1152345
Pennsylvania,Age 65 to 74 years,Total persons,Margin of Error,559
Pennsylvania,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,1011180
Pennsylvania,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,223
Pennsylvania,Age 65 to 74 years,Other,Estimate,141165
Pennsylvania,Age 65 to 74 years,Other,Margin of Error,640
Pennsylvania,Age 75 years and over,Total persons,Estimate,980905
Pennsylvania,Age 75 years and over,Total persons,Margin of Error,508
Pennsylvania,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,888305
Pennsylvania,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,117
Pennsylvania,Age 75 years and over,Other,Estimate,92595
Pennsylvania,Age 75 years and over,Other,Margin of Error,513
Rhode Island,"Total, all ages",Total persons,Estimate,1054490
Rhode Island,"Total, all ages","White alone, not Hispanic/Latino",Estimate,780280
Rhode Island,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,891
Rhode Island,"Total, all ages",Other,Estimate,274215
Rhode Island,"Total, all ages",Other,Margin of Error,890
Rhode Island,Age 0 to 16 years,Total persons,Estimate,186130
Rhode Island,Age 0 to 16 years,Total persons,Margin of Error,663
Rhode Island,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,111240
Rhode Island,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,623
Rhode Island,Age 0 to 16 years,Other,Estimate,74890
Rhode Island,Age 0 to 16 years,Other,Margin of Error,564
Rhode Island,Age 16 and 17 years,Total persons,Estimate,26275
Rhode Island,Age 16 and 17 years,Total persons,Margin of Error,657
Rhode Island,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,16875
Rhode Island,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,539
Rhode Island,Age 16 and 17 years,Other,Estimate,9400
Rhode Island,Age 16 and 17 years,Other,Margin of Error,379
Rhode Island,Age 18 to 20 years,Total persons,Estimate,54275
Rhode Island,Age 18 to 20 years,Total persons,Margin of Error,945
Rhode Island,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,36460
Rhode Island,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,737
Rhode Island,Age 18 to 20 years,Other,Estimate,17820
Rhode Island,Age 18 to 20 years,Other,Margin of Error,667
Rhode Island,Age 21 to 24 years,Total persons,Estimate,63100
Rhode Island,Age 21 to 24 years,Total persons,Margin of Error,974
Rhode Island,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,41235
Rhode Island,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,768
Rhode Island,Age 21 to 24 years,Other,Estimate,21865
Rhode Island,Age 21 to 24 years,Other,Margin of Error,661
Rhode Island,Age 25 to 34 years,Total persons,Estimate,137780
Rhode Island,Age 25 to 34 years,Total persons,Margin of Error,440
Rhode Island,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,92910
Rhode Island,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,206
Rhode Island,Age 25 to 34 years,Other,Estimate,44870
Rhode Island,Age 25 to 34 years,Other,Margin of Error,520
Rhode Island,Age 35 to 44 years,Total persons,Estimate,125830
Rhode Island,Age 35 to 44 years,Total persons,Margin of Error,419
Rhode Island,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,89145
Rhode Island,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,244
Rhode Island,Age 35 to 44 years,Other,Estimate,36685
Rhode Island,Age 35 to 44 years,Other,Margin of Error,481
Rhode Island,Age 45 to 59 years,Total persons,Estimate,229065
Rhode Island,Age 45 to 59 years,Total persons,Margin of Error,1197
Rhode Island,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,185975
Rhode Island,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1051
Rhode Island,Age 45 to 59 years,Other,Estimate,43090
Rhode Island,Age 45 to 59 years,Other,Margin of Error,624
Rhode Island,Age 60 to 64 years,Total persons,Estimate,65515
Rhode Island,Age 60 to 64 years,Total persons,Margin of Error,1136
Rhode Island,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,56655
Rhode Island,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1068
Rhode Island,Age 60 to 64 years,Other,Estimate,8860
Rhode Island,Age 60 to 64 years,Other,Margin of Error,462
Rhode Island,Age 65 to 74 years,Total persons,Estimate,89610
Rhode Island,Age 65 to 74 years,Total persons,Margin of Error,248
Rhode Island,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,79570
Rhode Island,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,100
Rhode Island,Age 65 to 74 years,Other,Estimate,10040
Rhode Island,Age 65 to 74 years,Other,Margin of Error,262
Rhode Island,Age 75 years and over,Total persons,Estimate,76905
Rhode Island,Age 75 years and over,Total persons,Margin of Error,203
Rhode Island,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,70210
Rhode Island,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,121
Rhode Island,Age 75 years and over,Other,Estimate,6695
Rhode Island,Age 75 years and over,Other,Margin of Error,242
South Carolina,"Total, all ages",Total persons,Estimate,4834605
South Carolina,"Total, all ages","White alone, not Hispanic/Latino",Estimate,3087205
South Carolina,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,786
South Carolina,"Total, all ages",Other,Estimate,1747400
South Carolina,"Total, all ages",Other,Margin of Error,786
South Carolina,Age 0 to 16 years,Total persons,Estimate,963050
South Carolina,Age 0 to 16 years,Total persons,Margin of Error,1682
South Carolina,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,525635
South Carolina,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1182
South Carolina,Age 0 to 16 years,Other,Estimate,437415
South Carolina,Age 0 to 16 years,Other,Margin of Error,1167
South Carolina,Age 16 and 17 years,Total persons,Estimate,122725
South Carolina,Age 16 and 17 years,Total persons,Margin of Error,1664
South Carolina,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,71195
South Carolina,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1146
South Carolina,Age 16 and 17 years,Other,Estimate,51535
South Carolina,Age 16 and 17 years,Other,Margin of Error,965
South Carolina,Age 18 to 20 years,Total persons,Estimate,206715
South Carolina,Age 18 to 20 years,Total persons,Margin of Error,2039
South Carolina,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,117640
South Carolina,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1733
South Carolina,Age 18 to 20 years,Other,Estimate,89080
South Carolina,Age 18 to 20 years,Other,Margin of Error,1339
South Carolina,Age 21 to 24 years,Total persons,Estimate,272685
South Carolina,Age 21 to 24 years,Total persons,Margin of Error,1990
South Carolina,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,156985
South Carolina,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1686
South Carolina,Age 21 to 24 years,Other,Estimate,115700
South Carolina,Age 21 to 24 years,Other,Margin of Error,1336
South Carolina,Age 25 to 34 years,Total persons,Estimate,625845
South Carolina,Age 25 to 34 years,Total persons,Margin of Error,1145
South Carolina,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,376290
South Carolina,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,266
South Carolina,Age 25 to 34 years,Other,Estimate,249555
South Carolina,Age 25 to 34 years,Other,Margin of Error,1177
South Carolina,Age 35 to 44 years,Total persons,Estimate,597455
South Carolina,Age 35 to 44 years,Total persons,Margin of Error,947
South Carolina,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,374495
South Carolina,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,288
South Carolina,Age 35 to 44 years,Other,Estimate,222960
South Carolina,Age 35 to 44 years,Other,Margin of Error,886
South Carolina,Age 45 to 59 years,Total persons,Estimate,977470
South Carolina,Age 45 to 59 years,Total persons,Margin of Error,2709
South Carolina,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,659055
South Carolina,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2457
South Carolina,Age 45 to 59 years,Other,Estimate,318410
South Carolina,Age 45 to 59 years,Other,Margin of Error,1531
South Carolina,Age 60 to 64 years,Total persons,Estimate,306975
South Carolina,Age 60 to 64 years,Total persons,Margin of Error,2842
South Carolina,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,218060
South Carolina,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2461
South Carolina,Age 60 to 64 years,Other,Estimate,88915
South Carolina,Age 60 to 64 years,Other,Margin of Error,1467
South Carolina,Age 65 to 74 years,Total persons,Estimate,466365
South Carolina,Age 65 to 74 years,Total persons,Margin of Error,604
South Carolina,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,355920
South Carolina,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,83
South Carolina,Age 65 to 74 years,Other,Estimate,110450
South Carolina,Age 65 to 74 years,Other,Margin of Error,607
South Carolina,Age 75 years and over,Total persons,Estimate,295315
South Carolina,Age 75 years and over,Total persons,Margin of Error,559
South Carolina,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,231935
South Carolina,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,95
South Carolina,Age 75 years and over,Other,Estimate,63380
South Carolina,Age 75 years and over,Other,Margin of Error,576
South Dakota,"Total, all ages",Total persons,Estimate,851060
South Dakota,"Total, all ages","White alone, not Hispanic/Latino",Estimate,705405
South Dakota,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,450
South Dakota,"Total, all ages",Other,Estimate,145655
South Dakota,"Total, all ages",Other,Margin of Error,452
South Dakota,Age 0 to 16 years,Total persons,Estimate,187425
South Dakota,Age 0 to 16 years,Total persons,Margin of Error,517
South Dakota,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,136135
South Dakota,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,387
South Dakota,Age 0 to 16 years,Other,Estimate,51290
South Dakota,Age 0 to 16 years,Other,Margin of Error,453
South Dakota,Age 16 and 17 years,Total persons,Estimate,22190
South Dakota,Age 16 and 17 years,Total persons,Margin of Error,458
South Dakota,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,16665
South Dakota,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,377
South Dakota,Age 16 and 17 years,Other,Estimate,5525
South Dakota,Age 16 and 17 years,Other,Margin of Error,271
South Dakota,Age 18 to 20 years,Total persons,Estimate,36835
South Dakota,Age 18 to 20 years,Total persons,Margin of Error,970
South Dakota,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,29040
South Dakota,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,727
South Dakota,Age 18 to 20 years,Other,Estimate,7795
South Dakota,Age 18 to 20 years,Other,Margin of Error,490
South Dakota,Age 21 to 24 years,Total persons,Estimate,48020
South Dakota,Age 21 to 24 years,Total persons,Margin of Error,948
South Dakota,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,36810
South Dakota,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,712
South Dakota,Age 21 to 24 years,Other,Estimate,11210
South Dakota,Age 21 to 24 years,Other,Margin of Error,591
South Dakota,Age 25 to 34 years,Total persons,Estimate,111740
South Dakota,Age 25 to 34 years,Total persons,Margin of Error,610
South Dakota,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,88915
South Dakota,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,159
South Dakota,Age 25 to 34 years,Other,Estimate,22830
South Dakota,Age 25 to 34 years,Other,Margin of Error,579
South Dakota,Age 35 to 44 years,Total persons,Estimate,96915
South Dakota,Age 35 to 44 years,Total persons,Margin of Error,531
South Dakota,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,79455
South Dakota,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,180
South Dakota,Age 35 to 44 years,Other,Estimate,17460
South Dakota,Age 35 to 44 years,Other,Margin of Error,519
South Dakota,Age 45 to 59 years,Total persons,Estimate,166165
South Dakota,Age 45 to 59 years,Total persons,Margin of Error,1041
South Dakota,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,147345
South Dakota,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,954
South Dakota,Age 45 to 59 years,Other,Estimate,18820
South Dakota,Age 45 to 59 years,Other,Margin of Error,613
South Dakota,Age 60 to 64 years,Total persons,Estimate,52555
South Dakota,Age 60 to 64 years,Total persons,Margin of Error,932
South Dakota,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,48320
South Dakota,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,920
South Dakota,Age 60 to 64 years,Other,Estimate,4235
South Dakota,Age 60 to 64 years,Other,Margin of Error,333
South Dakota,Age 65 to 74 years,Total persons,Estimate,68865
South Dakota,Age 65 to 74 years,Total persons,Margin of Error,235
South Dakota,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,64775
South Dakota,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,41
South Dakota,Age 65 to 74 years,Other,Estimate,4090
South Dakota,Age 65 to 74 years,Other,Margin of Error,232
South Dakota,Age 75 years and over,Total persons,Estimate,60345
South Dakota,Age 75 years and over,Total persons,Margin of Error,174
South Dakota,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,57945
South Dakota,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,51
South Dakota,Age 75 years and over,Other,Estimate,2400
South Dakota,Age 75 years and over,Other,Margin of Error,176
Tennessee,"Total, all ages",Total persons,Estimate,6548010
Tennessee,"Total, all ages","White alone, not Hispanic/Latino",Estimate,4879670
Tennessee,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1204
Tennessee,"Total, all ages",Other,Estimate,1668340
Tennessee,"Total, all ages",Other,Margin of Error,1205
Tennessee,Age 0 to 16 years,Total persons,Estimate,1325570
Tennessee,Age 0 to 16 years,Total persons,Margin of Error,2062
Tennessee,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,870400
Tennessee,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1513
Tennessee,Age 0 to 16 years,Other,Estimate,455170
Tennessee,Age 0 to 16 years,Other,Margin of Error,1308
Tennessee,Age 16 and 17 years,Total persons,Estimate,169355
Tennessee,Age 16 and 17 years,Total persons,Margin of Error,2014
Tennessee,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,118315
Tennessee,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1371
Tennessee,Age 16 and 17 years,Other,Estimate,51040
Tennessee,Age 16 and 17 years,Other,Margin of Error,1145
Tennessee,Age 18 to 20 years,Total persons,Estimate,263105
Tennessee,Age 18 to 20 years,Total persons,Margin of Error,2511
Tennessee,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,178555
Tennessee,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1839
Tennessee,Age 18 to 20 years,Other,Estimate,84550
Tennessee,Age 18 to 20 years,Other,Margin of Error,1622
Tennessee,Age 21 to 24 years,Total persons,Estimate,362640
Tennessee,Age 21 to 24 years,Total persons,Margin of Error,2460
Tennessee,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,250450
Tennessee,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1854
Tennessee,Age 21 to 24 years,Other,Estimate,112190
Tennessee,Age 21 to 24 years,Other,Margin of Error,1595
Tennessee,Age 25 to 34 years,Total persons,Estimate,861200
Tennessee,Age 25 to 34 years,Total persons,Margin of Error,1378
Tennessee,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,608000
Tennessee,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,420
Tennessee,Age 25 to 34 years,Other,Estimate,253200
Tennessee,Age 25 to 34 years,Other,Margin of Error,1441
Tennessee,Age 35 to 44 years,Total persons,Estimate,840615
Tennessee,Age 35 to 44 years,Total persons,Margin of Error,1060
Tennessee,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,615945
Tennessee,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,335
Tennessee,Age 35 to 44 years,Other,Estimate,224675
Tennessee,Age 35 to 44 years,Other,Margin of Error,1072
Tennessee,Age 45 to 59 years,Total persons,Estimate,1342055
Tennessee,Age 45 to 59 years,Total persons,Margin of Error,2845
Tennessee,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1058115
Tennessee,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2498
Tennessee,Age 45 to 59 years,Other,Estimate,283945
Tennessee,Age 45 to 59 years,Other,Margin of Error,1804
Tennessee,Age 60 to 64 years,Total persons,Estimate,399020
Tennessee,Age 60 to 64 years,Total persons,Margin of Error,2794
Tennessee,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,326310
Tennessee,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2508
Tennessee,Age 60 to 64 years,Other,Estimate,72705
Tennessee,Age 60 to 64 years,Other,Margin of Error,1593
Tennessee,Age 65 to 74 years,Total persons,Estimate,584550
Tennessee,Age 65 to 74 years,Total persons,Margin of Error,779
Tennessee,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,502375
Tennessee,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,156
Tennessee,Age 65 to 74 years,Other,Estimate,82175
Tennessee,Age 65 to 74 years,Other,Margin of Error,792
Tennessee,Age 75 years and over,Total persons,Estimate,399900
Tennessee,Age 75 years and over,Total persons,Margin of Error,669
Tennessee,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,351205
Tennessee,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,122
Tennessee,Age 75 years and over,Other,Estimate,48695
Tennessee,Age 75 years and over,Other,Margin of Error,648
Texas,"Total, all ages",Total persons,Estimate,26956435
Texas,"Total, all ages","White alone, not Hispanic/Latino",Estimate,11705685
Texas,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,2147
Texas,"Total, all ages",Other,Estimate,15250750
Texas,"Total, all ages",Other,Margin of Error,2148
Texas,Age 0 to 16 years,Total persons,Estimate,6357210
Texas,Age 0 to 16 years,Total persons,Margin of Error,3935
Texas,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,2048120
Texas,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,2217
Texas,Age 0 to 16 years,Other,Estimate,4309095
Texas,Age 0 to 16 years,Other,Margin of Error,3370
Texas,Age 16 and 17 years,Total persons,Estimate,775265
Texas,Age 16 and 17 years,Total persons,Margin of Error,3859
Texas,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,270360
Texas,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1743
Texas,Age 16 and 17 years,Other,Estimate,504905
Texas,Age 16 and 17 years,Other,Margin of Error,3112
Texas,Age 18 to 20 years,Total persons,Estimate,1176865
Texas,Age 18 to 20 years,Total persons,Margin of Error,5652
Texas,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,412475
Texas,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2851
Texas,Age 18 to 20 years,Other,Estimate,764390
Texas,Age 18 to 20 years,Other,Margin of Error,4551
Texas,Age 21 to 24 years,Total persons,Estimate,1561965
Texas,Age 21 to 24 years,Total persons,Margin of Error,4969
Texas,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,578145
Texas,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2812
Texas,Age 21 to 24 years,Other,Estimate,983820
Texas,Age 21 to 24 years,Other,Margin of Error,3910
Texas,Age 25 to 34 years,Total persons,Estimate,3915775
Texas,Age 25 to 34 years,Total persons,Margin of Error,1995
Texas,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,1544430
Texas,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,925
Texas,Age 25 to 34 years,Other,Estimate,2371345
Texas,Age 25 to 34 years,Other,Margin of Error,1982
Texas,Age 35 to 44 years,Total persons,Estimate,3642465
Texas,Age 35 to 44 years,Total persons,Margin of Error,2200
Texas,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,1465825
Texas,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,798
Texas,Age 35 to 44 years,Other,Estimate,2176635
Texas,Age 35 to 44 years,Other,Margin of Error,2093
Texas,Age 45 to 59 years,Total persons,Estimate,5071730
Texas,Age 45 to 59 years,Total persons,Margin of Error,6259
Texas,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,2571980
Texas,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,4524
Texas,Age 45 to 59 years,Other,Estimate,2499750
Texas,Age 45 to 59 years,Other,Margin of Error,4811
Texas,Age 60 to 64 years,Total persons,Estimate,1358590
Texas,Age 60 to 64 years,Total persons,Margin of Error,5913
Texas,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,797005
Texas,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,4436
Texas,Age 60 to 64 years,Other,Estimate,561585
Texas,Age 60 to 64 years,Other,Margin of Error,4479
Texas,Age 65 to 74 years,Total persons,Estimate,1828560
Texas,Age 65 to 74 years,Total persons,Margin of Error,1076
Texas,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,1159115
Texas,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,350
Texas,Age 65 to 74 years,Other,Estimate,669445
Texas,Age 65 to 74 years,Other,Margin of Error,1117
Texas,Age 75 years and over,Total persons,Estimate,1268005
Texas,Age 75 years and over,Total persons,Margin of Error,1086
Texas,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,858230
Texas,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,324
Texas,Age 75 years and over,Other,Estimate,409775
Texas,Age 75 years and over,Other,Margin of Error,1035
Utah,"Total, all ages",Total persons,Estimate,2948425
Utah,"Total, all ages","White alone, not Hispanic/Latino",Estimate,2339280
Utah,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,801
Utah,"Total, all ages",Other,Estimate,609150
Utah,"Total, all ages",Other,Margin of Error,801
Utah,Age 0 to 16 years,Total persons,Estimate,811495
Utah,Age 0 to 16 years,Total persons,Margin of Error,1013
Utah,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,605270
Utah,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,859
Utah,Age 0 to 16 years,Other,Estimate,206230
Utah,Age 0 to 16 years,Other,Margin of Error,792
Utah,Age 16 and 17 years,Total persons,Estimate,93700
Utah,Age 16 and 17 years,Total persons,Margin of Error,1052
Utah,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,71065
Utah,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,757
Utah,Age 16 and 17 years,Other,Estimate,22630
Utah,Age 16 and 17 years,Other,Margin of Error,721
Utah,Age 18 to 20 years,Total persons,Estimate,132215
Utah,Age 18 to 20 years,Total persons,Margin of Error,1558
Utah,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,98430
Utah,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1163
Utah,Age 18 to 20 years,Other,Estimate,33780
Utah,Age 18 to 20 years,Other,Margin of Error,862
Utah,Age 21 to 24 years,Total persons,Estimate,203915
Utah,Age 21 to 24 years,Total persons,Margin of Error,1532
Utah,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,156890
Utah,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1160
Utah,Age 21 to 24 years,Other,Estimate,47025
Utah,Age 21 to 24 years,Other,Margin of Error,982
Utah,Age 25 to 34 years,Total persons,Estimate,441470
Utah,Age 25 to 34 years,Total persons,Margin of Error,823
Utah,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,343240
Utah,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,253
Utah,Age 25 to 34 years,Other,Estimate,98230
Utah,Age 25 to 34 years,Other,Margin of Error,821
Utah,Age 35 to 44 years,Total persons,Estimate,385775
Utah,Age 35 to 44 years,Total persons,Margin of Error,623
Utah,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,302940
Utah,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,207
Utah,Age 35 to 44 years,Other,Estimate,82835
Utah,Age 35 to 44 years,Other,Margin of Error,636
Utah,Age 45 to 59 years,Total persons,Estimate,455465
Utah,Age 45 to 59 years,Total persons,Margin of Error,1470
Utah,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,378395
Utah,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1419
Utah,Age 45 to 59 years,Other,Estimate,77070
Utah,Age 45 to 59 years,Other,Margin of Error,798
Utah,Age 60 to 64 years,Total persons,Estimate,129050
Utah,Age 60 to 64 years,Total persons,Margin of Error,1421
Utah,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,113155
Utah,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1382
Utah,Age 60 to 64 years,Other,Estimate,15895
Utah,Age 60 to 64 years,Other,Margin of Error,694
Utah,Age 65 to 74 years,Total persons,Estimate,172375
Utah,Age 65 to 74 years,Total persons,Margin of Error,306
Utah,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,156200
Utah,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,54
Utah,Age 65 to 74 years,Other,Estimate,16175
Utah,Age 65 to 74 years,Other,Margin of Error,307
Utah,Age 75 years and over,Total persons,Estimate,122965
Utah,Age 75 years and over,Total persons,Margin of Error,231
Utah,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,113690
Utah,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,74
Utah,Age 75 years and over,Other,Estimate,9275
Utah,Age 75 years and over,Other,Margin of Error,233
Vermont,"Total, all ages",Total persons,Estimate,626250
Vermont,"Total, all ages","White alone, not Hispanic/Latino",Estimate,585155
Vermont,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,163
Vermont,"Total, all ages",Other,Estimate,41095
Vermont,"Total, all ages",Other,Margin of Error,164
Vermont,Age 0 to 16 years,Total persons,Estimate,106050
Vermont,Age 0 to 16 years,Total persons,Margin of Error,417
Vermont,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,95415
Vermont,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,378
Vermont,Age 0 to 16 years,Other,Estimate,10635
Vermont,Age 0 to 16 years,Other,Margin of Error,232
Vermont,Age 16 and 17 years,Total persons,Estimate,15640
Vermont,Age 16 and 17 years,Total persons,Margin of Error,413
Vermont,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,13845
Vermont,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,374
Vermont,Age 16 and 17 years,Other,Estimate,1790
Vermont,Age 16 and 17 years,Other,Margin of Error,194
Vermont,Age 18 to 20 years,Total persons,Estimate,31695
Vermont,Age 18 to 20 years,Total persons,Margin of Error,612
Vermont,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,28015
Vermont,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,554
Vermont,Age 18 to 20 years,Other,Estimate,3685
Vermont,Age 18 to 20 years,Other,Margin of Error,279
